,Index,Family,Genus,Scientific Name,Japanese Name,Other Name,Western Name,Derivation,Season,In Bloom,Signifies,Search Names,Variants,青（ムーンダスト）,ドラセナ・フラグランス（幸福の木）,青,トゲ,ヒメユリ,黄,クルマユリ,プリムラ・シネンシス,ジャーマンアイリス,ササユリ,カノコユリ,プリムラ・オブコニカ,葉,カサブランカ,ハゴロモジャスミン,白いつぼみ,シダレヤナギ,ソメイヨシノ,ドラセナ・サンデリアーナ（ミリオンバンブー）,実,四つ葉,オニユリ,オレンジ,サトザクラ、ヤエザクラ,ピンク,シダレザクラ,ハナショウブ,プリムラ・ポリアンサ,プリムラ・マラコイデス,ヤマユリ,赤,赤いつぼみ,スカシユリ,白,クチベニズイセン,テッポウユリ,紫,ラッパスイセン,緋色,ドラセナ・コンシンネ,花,赤・ピンク,ロベリア・カーディナリス,フユザクラ,カンザクラ,木,ギンモクセイ,プリムラ・ジュリアン,デンファレ,ネコヤナギ,ヤマザクラ,カキツバタ
エゾギク,40,キク科,エゾギク属,Callistephus chinensis,蝦夷菊（エゾギク）,['アスター、薩摩菊（サツマギク）'],['China aster'],エゾギクは、かつてアスター属（シオン属）に分類されていたため、園芸の世界では一般にアスターと呼ばれています（現在はエゾギク属に分類）。中国原産で英語ではチャイナ・アスター（China aster）と呼ばれます。属名の学名「Callistephus（カリステプス）」は、「美しい冠」を意味し、花冠が大きく美しいことにちなみます。,夏,['7月～8月'],['変化'],"['サツマギク', 'さつまぎく', 'えぞぎく', 'サツマキク', 'アスター', 'さつまきく', 'あすたー', '蝦夷菊', 'エゾギク', 'エゾキク', 'えぞきく', '薩摩菊']","['≪赤≫「変化を好む」', '≪ピンク≫「甘い夢」', '≪白≫「私を信じてください」', '≪青≫「信頼」「あなたを信じているけど心配」', '≪紫≫「恋の勝利」「私の愛はあなたの愛より深い」']",[''],[''],"['信頼', 'あなたを信じているけど心配']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['甘い夢'],[''],[''],[''],[''],[''],['変化を好む'],[''],[''],['私を信じてください'],[''],[''],"['恋の勝利', '私の愛はあなたの愛より深い']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
スイセンノウ,150,ナデシコ科,マンテマ属,Silene coronaria,酔仙翁（スイセンノウ）,['フランネル草（フランネルソウ）'],"['Rose campion, Mullein pink']",属名の学名「Silene（シレネ）」の由来は諸説あり、ギリシア神話の「Silenus（シーレーノス）」の名前にちなむともいわれます。シーレーノスは酒神ディオニューソス（ローマ神話ではバッカス）の教師で、いつも酔っぱらい泡だらけであったといいます。この属の植物には粘液性の分泌液を出すものが多く、それをシーレーノスの姿にたとえたといいます。和名の「酔仙翁（スイセンノウ）」は、赤い花を酔っぱらって赤くなった顔に見立ててつけられたといわれます。全体が白い綿毛におおわれ、フランネル（柔らかく軽い毛織物）を連想させることから「フランネル草」の別名もあります。英語では「Rose campion」や「Mullein pink」と呼ばれます。,夏,['6月～8月'],['私の愛は不変'],"['すいせんおきな', 'スイセンノウ', 'フランネルソウ', 'すいせんのう', 'スイセンオキナ', 'フランネルクサ', 'ふらんねるそう', '酔仙翁', 'フランネル草', 'ふらんねるくさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
イカリソウ,[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['君を離さない'],[''],[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
カネノナルキ,67,ベンケイソウ科,クラッスラ属,Crassula ovata（Crassula portulacea）,縁紅弁慶（フチベニベンケイ）,['金のなる木（カネノナルキ）、花月（カゲツ）、成金草（ナリキンソウ）'],"['Jade plant, Money plant, Money tree']",属名の学名「Crassula（クラッスラ）」は、ラテン語の「Crassus（厚い）」を語源とし、この属の多くが多肉植物で、葉が厚いことにちなみます。和名は「縁紅弁慶（フチベニベンケイ）」ですが、一般に「金のなる木」や「花月（カゲツ）」の名前で流通しています。「金のなる木」の名前は、新芽を5円玉の穴に通したまま成長させて5円玉を固定し、枝にお金がなったように仕立てたものが流行したことに由来します。英語では「Jade plant」と呼ばれます。また葉が硬貨に似ていることから「Money plant（マネープラント）」や「Money tree（マネーツリー）」とも呼ばれています。,冬,['11月～2月'],['幸運を招く'],"['花月', 'ナリキンクサ', 'かねのなるき', 'カネノナルキ', 'へりくれないべんけい', 'フチベニベンケイ', 'ヘリクレナイベンケイ', 'きんのなるき', 'カゲツ', 'ふちべにべんけい', 'なりきんそう', 'キンノナルキ', 'かげつ', 'なりきんくさ', '縁紅弁慶', 'ナリキンソウ', '金のなる木', '成金草']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ピラカンサ,256,バラ科,トキワサンザシ属,Pyracantha coccinea,常磐山査子（トキワサンザシ）,['ピラカンサ、ピラカンサス'],['Firethorn'],属名の学名「Pyracantha（ピラカンサ）」は、ギリシア語の「pyro（炎）」と「acantha（刺）」を語源とし、炎のような赤い実をつけ、枝にトゲがあることにちなみます。英語でも「Firethorn（炎のトゲ）」と呼ばれます。和名では「常磐山査子（トキワサンザシ）」（Pyracantha coccinea）と呼ばれます。,初夏,['5月～6月'],['燃ゆる想い'],"['ぴらかんさす', 'ピラカンサ', 'じょうばんさんざし', 'ときわさんざし', '常磐山査子', 'トキワサンザシ', 'ピラカンサス', 'ジョウバンサンザシ', 'ぴらかんさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ミスミソウ,317,キンポウゲ科,ミスミソウ属,Hepatica nobilis,三角草（ミスミソウ）,,"['Hepatica, Liverleaf']",属名の学名「Hepatica（ヒパティカ）」は、ラテン語の「hepaticus（肝臓）」が語源となり、3裂した葉の形がそれに似ていることに由来します。和名の「三角草（ミスミソウ）」は、三角形の葉にちなみます。また、早春に雪を割るようにして花を咲かせることから「雪割草（ユキワリソウ）」の別名もあります。英語では学名のまま「Hepatica（ヒパティカ）」と呼ばれます。また「Liverleaf（肝臓の葉）」とも呼ばれます。,早春,['2月～5月'],['自信'],"['みすみそう', 'すはまそう', 'さんかくくさ', '三角草', 'ゆきわりそう', 'ミスミソウ', 'スハマクサ', '洲浜草', 'サンカククサ', 'ゆきわりくさ', 'スハマソウ', 'ユキワリソウ', 'ユキワリクサ', 'すはまくさ', '雪割草']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ボタン,300,ボタン科,ボタン属,Paeonia suffruticosa,牡丹（ボタン）,['富貴草（フウキグサ）、二十日草（ハツカグサ）、花神（カシン）、花王（カオウ）'],['Tree peony'],花名は、中国名の「牡丹」の音読みでボタンと呼ばれるようになりました。原産地の中国では、花の豪華さと気品が他を圧倒するものとして「花王」、「花神」の別称もあります。英語でボタンは「Tree peony」、シャクヤクは「Chinese peony」になります。,春,['10月～5月'],['風格'],"['はつかくさ', 'フウキクサ', 'カオウ', '花神', 'かしん', 'ボタン', 'ふうきくさ', 'フウキグサ', '富貴草', '花王', 'かおう', '二十日草', 'はつかぐさ', 'カシン', 'ハツカクサ', 'ハツカグサ', 'ふうきぐさ', '牡丹', 'ぼたん']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ツルニチニチソウ,188,キョウチクトウ科,ツルニチニチソウ属,Vinca major,蔓日々草（ツルニチニチソウ）,['蔓桔梗（ツルギキョウ）、ビンカ'],"['Greater periwinkle, Large periwinkle, Bigleaf periwinkle']",属名の学名「Vinca（ビンカ）」は、ラテン語の「vincire（結ぶ、巻き付く）」を語源とし、つる性で茎がやわらかく曲がりやすいことにちなむといわれます。和名の「蔓日々草（ツルニチニチソウ）」は、つる性で毎日新しい花を咲かせることに由来するともいわれます。英語では「Greater periwinkle」「Large periwinkle」「Bigleaf periwinkle」などと呼ばれます。,春～初夏,['3月～6月'],['楽しき思い出'],"['つるききょう', 'つるぎきょう', 'つるにちにちそう', '蔓日々草', 'ビンカ', 'ツルギキョウ', 'ツルキキョウ', '蔓桔梗', 'びんか', 'ツルニチニチソウ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
インパチェンス,33,ツリフネソウ科,ツリフネソウ属,Impatiens walleriana,アフリカ鳳仙花（アフリカホウセンカ）,['インパチェンス、インパチエンス、紅吊舟（ベニツリフネ）'],"['Busy Lizzie, Impatiens']",属名の学名「Impatiens（インパチエンス）」は、ラテン語の「impatient（がまんできない、短気）」が語源となり、実が成熟するとちょっと触れただけでも破裂し、タネをまき散らすことにちなみます。本来インパチエンス（Impatiens）はツリフネソウ属を意味しますが、日本で「インパチエンス（インパチェンス）」というと一般にツリフネソウ属の一種であるアフリカホウセンカを指します。,初夏～秋,['5月～10月'],['鮮やかな人'],"['インパチェンス', 'くれないつりふね', 'あふりかほうせんはな', 'アフリカホウセンカ', 'ベニツリフネ', 'いんぱちぇんす', 'アフリカ鳳仙花', 'あふりかほうせんか', '紅吊舟', 'いんぱちえんす', 'アフリカホウセンハナ', 'クレナイツリフネ', 'べにつりふね', 'インパチエンス']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ブッドレア,266,フジウツギ科,フジウツギ属,Buddleja davidii,房藤空木（フサフジウツギ）,['ブッドレア、バタフライブッシュ'],"['Butterfly bush, Summer lilac']",属名の学名「Buddleja（ブッドレア）」は、イギリスの聖職者で植物学者のアダム・バドル（Adam Buddle / 1662～1715）の名前にちなみます。和名の「藤空木（フジウツギ）」は、花の姿や色が藤（フジ）に似ていることに由来します。一般に「ブッドレア」の名前で流通しているのは中国原産の房藤空木（フサフジウツギ）になります。花穂が甘く香り、たくさんのチョウが飛来することから、英語では「Butterfly bush（蝶のための茂み）」と呼ばれています。,夏～秋,['7月～10月'],['恋の予感'],"['ブッドレア', 'ふさふじうつぎ', 'ぶっどれあ', 'ボウフジウツギ', 'ばたふらいぶっしゅ', 'フサフジウツギ', 'バタフライブッシュ', 'ぼうふじうつぎ', '房藤空木']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
プリムラ,274,サクラソウ科,サクラソウ属,Primula spp.,プリムラ,[],['Primrose'],プリムラと呼ばれる花はとても種類が多く、一般にサクラソウ属（Primula）の花の総称として使われています。属名の学名「Primula（プリムラ）」は、ラテン語の「primos（最初の）」を語源とし、早春に他に先駆けて咲くことにちなみます。英名の「Primrose（プリムローズ）」は、「最初のバラ」という意味で、バラの花のように美しいことをあらわしています。,冬～春,['12月～5月'],['青春のはじまりと悲しみ'],"['ぷりむら', 'プリムラ']","['≪赤≫「美の秘密」「後援のない功績」', '≪紫≫「信頼」', '≪プリムラ・シネンシス≫「永遠の愛情」', '≪プリムラ・ポリアンサ≫「富の誇り」「無言の愛」', '≪プリムラ・オブコニカ≫「しとやかな人」「青春の美しさ」', '≪プリムラ・ジュリアン≫「青春の喜びと悲しみ」', '≪プリムラ・マラコイデス≫「素朴」「気取らない愛」「運命を開く」']",[''],[''],[''],[''],[''],[''],[''],['永遠の愛情'],[''],[''],[''],"['しとやかな人', '青春の美しさ']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],"['富の誇り', '無言の愛']","['素朴', '気取らない愛', '運命を開く']",[''],"['美の秘密', '後援のない功績']",[''],[''],[''],[''],[''],['信頼'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['青春の喜びと悲しみ'],[''],[''],[''],['']
ユウゼンギク,344,キク科,シムフィヨトリクム属,Symphyotrichum novi-belgii,友禅菊（ユウゼンギク）,['メリケン小菊（メリケンコギク）、東雲菊（シノノメギク）'],"['New York aster, Michaelmas daisy']",和名の「友禅菊（ユウゼンギク）」は、花色が友禅染のように鮮やかなことにちなむといわれます。明治時代にアメリカから渡来したことから「メリケン小菊（メリケンコギク）」の別名もあります。英語では「New York aster（ニューヨーク・アスター）」と呼ばれます。またキリスト教のミカエル祭（Michaelmas）（9月29日）のころに咲くことから「Michaelmas daisy（ミカエルマス・デイジー）」とも呼ばれます。,秋,['8月～10月（早生種は6月頃に咲きます）'],['後知恵'],"['しののめぎく', 'メリケン小菊', 'ゆうぜんきく', 'シノノメキク', 'ユウゼンギク', 'ユウゼンキク', 'めりけんこぎく', 'メリケンコギク', '東雲菊', 'しののめきく', 'シノノメギク', '友禅菊', 'ゆうぜんぎく']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
スイセン,149,ヒガンバナ科,スイセン属,Narcissus spp.,水仙（スイセン）,['ナルシサス、雪中花（セッチュウカ）'],"['Narcissus, Daffodil（ラッパスイセン）']",属名の学名「Narcissus（ナルシサス）」は、ギリシア神話に登場する美少年ナルキッソスに由来します。「水仙」という漢名は、中国の古典の「仙人は、天にあるを天仙、地にあるを地仙、水にあるを水仙という」に由来し、水辺で咲く姿を仙人にたとえたものと考えられます。,冬～春,['12月～4月'],['うぬぼれ'],"['すいせん', 'せっちゅうはな', '水仙', 'ナルシサス', 'スイセン', 'なるしさす', '雪中花', 'セッチュウカ', 'セッチュウハナ', 'せっちゅうか']","['≪黄≫「もう一度愛してほしい」「私のもとへ帰って」', '≪ラッパスイセン≫「尊敬」「報われぬ恋」', '≪クチベニズイセン≫「すてきな装い」']",[''],[''],[''],[''],[''],"['もう一度愛してほしい', '私のもとへ帰って']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['すてきな装い'],[''],[''],"['尊敬', '報われぬ恋']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
